lr=1.0000e-03, mom=0.5000, eta=5.0000, lam=5.0000
epoch = 0, loss = 9488321.4176015910
epoch = 10, loss = 11350198.0066154264
epoch = 20, loss = 11350346.4880679175
epoch = 30, loss = 11350346.6291839387
epoch = 40, loss = 11350346.6185984630
epoch = 50, loss = 11350345.7202580627
epoch = 60, loss = 11670279.0164194889
epoch = 70, loss = 11698130.6520911027
epoch = 79, loss = 11698130.6520358212
