lr=1.0000e-01, mom=0.5000, eta=5.0000, lam=5.0000
epoch = 0, loss = 10467195.1432761457
epoch = 10, loss = 25736564.6069352515
epoch = 20, loss = 25752972.7076411247
epoch = 30, loss = 26186094.0546980426
epoch = 40, loss = 26186094.0641467236
epoch = 50, loss = 26186094.0641497709
epoch = 60, loss = 26186094.0640796646
epoch = 70, loss = 26610419.4841507562
epoch = 79, loss = 26610419.5294993147
