lr=1.0000e-04, mom=0.5000, eta=5.0000, lam=5.0000
epoch = 0, loss = 10068206.9238040727
epoch = 10, loss = 11502023.1971161645
epoch = 20, loss = 11588461.5322514307
epoch = 30, loss = 11588462.5646357611
epoch = 40, loss = 11588462.5631748121
epoch = 50, loss = 11588462.5612702426
epoch = 60, loss = 11588462.5597651526
epoch = 70, loss = 11588462.5585307814
epoch = 79, loss = 11588462.5575856790
