epoch,cpu,mem
119,550.0,0.6
120,556.0,0.6
121,561.0,0.6
122,565.0,0.6
123,569.0,0.6
124,540.0,0.6
125,545.0,0.6
126,550.0,0.6
127,555.0,0.6
128,561.0,0.6
129,566.0,0.6
130,571.0,0.6
131,576.0,0.6
132,546.0,0.6
133,548.0,0.6
134,553.0,0.6
135,556.0,0.6
136,561.0,0.6
137,562.0,0.6
138,566.0,0.6
139,570.0,0.6
140,542.0,0.6
141,546.0,0.6
142,549.0,0.6
143,554.0,0.6
144,556.0,0.6
145,560.0,0.6
146,562.0,0.6
147,566.0,0.6
148,570.0,0.6
149,545.0,0.6
150,549.0,0.6
151,553.0,0.6
152,557.0,0.6
153,561.0,0.6
154,566.0,0.6
155,570.0,0.6
156,574.0,0.6
157,550.0,0.6
158,554.0,0.6
159,558.0,0.6
160,562.0,0.6
161,566.0,0.6
162,570.0,0.6
163,573.0,0.6
164,577.0,0.6
165,552.0,0.6
166,554.0,0.6
167,558.0,0.6
168,562.0,0.6
169,566.0,0.6
170,569.0,0.6
171,573.0,0.6
172,578.0,0.6
173,556.0,0.6
174,559.0,0.6
175,563.0,0.6
176,567.0,0.6
177,570.0,0.6
178,574.0,0.6
179,577.0,0.6
180,579.0,0.6
181,557.0,0.6
182,560.0,0.6
183,563.0,0.6
184,565.0,0.6
185,569.0,0.6
186,571.0,0.6
187,575.0,0.6
188,577.0,0.6
189,580.0,0.6
190,558.0,0.6
191,560.0,0.6
192,563.0,0.6
193,567.0,0.6
194,571.0,0.6
195,574.0,0.6
196,577.0,0.6
197,580.0,0.6
198,559.0,0.6
199,562.0,0.6
200,564.0,0.6
201,567.0,0.6
202,570.0,0.6
203,573.0,0.6
204,576.0,0.6
205,580.0,0.6
206,560.0,0.6
207,563.0,0.6
208,566.0,0.6
209,569.0,0.6
210,572.0,0.6
211,575.0,0.6
212,578.0,0.6
213,579.0,0.6
214,583.0,0.6
215,564.0,0.6
216,567.0,0.6
217,570.0,0.6
218,572.0,0.6
219,576.0,0.6
220,579.0,0.6
221,582.0,0.6
222,585.0,0.6
223,567.0,0.6
224,570.0,0.6
225,573.0,0.6
226,576.0,0.6
227,579.0,0.6
228,582.0,0.6
229,585.0,0.6
230,586.0,0.6
231,568.0,0.6
232,570.0,0.6
233,572.0,0.6
234,575.0,0.6
235,578.0,0.6
236,581.0,0.6
237,584.0,0.6
238,586.0,0.6
239,569.0,0.6
240,571.0,0.6
241,573.0,0.6
242,576.0,0.6
243,578.0,0.6
244,581.0,0.6
245,584.0,0.6
246,587.0,0.6
247,589.0,0.6
248,573.0,0.6
249,575.0,0.6
250,578.0,0.6
251,580.0,0.6
252,583.0,0.6
253,586.0,0.6
254,588.0,0.6
255,590.0,0.6
256,575.0,0.6
257,577.0,0.6
258,580.0,0.6
259,582.0,0.6
260,584.0,0.6
261,587.0,0.6
262,590.0,0.6
263,593.0,0.6
264,577.0,0.6
265,580.0,0.6
266,582.0,0.6
267,584.0,0.6
268,587.0,0.6
269,590.0,0.6
270,593.0,0.6
271,595.0,0.6
272,580.0,0.6
273,582.0,0.6
274,585.0,0.6
275,587.0,0.6
276,589.0,0.6
277,591.0,0.6
278,592.0,0.6
279,595.0,0.6
280,579.0,0.6
281,581.0,0.6
282,583.0,0.6
283,586.0,0.6
284,586.0,0.6
285,589.0,0.6
286,591.0,0.6
287,593.0,0.6
288,579.0,0.6
289,581.0,0.6
290,583.0,0.6
291,585.0,0.6
292,587.0,0.6
293,589.0,0.6
294,591.0,0.6
295,594.0,0.6
296,580.0,0.6
297,582.0,0.6
298,584.0,0.6
299,587.0,0.6
300,589.0,0.6
301,591.0,0.6
302,593.0,0.6
303,595.0,0.6
304,582.0,0.6
305,584.0,0.6
306,586.0,0.6
307,587.0,0.6
308,589.0,0.6
309,591.0,0.6
310,593.0,0.6
311,596.0,0.6
312,582.0,0.6
313,584.0,0.6
314,586.0,0.6
315,588.0,0.6
316,590.0,0.6
317,592.0,0.6
318,595.0,0.6
319,597.0,0.6
320,584.0,0.6
321,586.0,0.6
322,588.0,0.6
323,590.0,0.6
324,591.0,0.6
325,593.0,0.6
326,595.0,0.6
327,597.0,0.6
328,584.0,0.6
329,587.0,0.6
330,589.0,0.6
331,591.0,0.6
332,592.0,0.6
333,594.0,0.6
334,596.0,0.6
335,597.0,0.6
336,585.0,0.6
337,587.0,0.6
338,589.0,0.6
339,591.0,0.6
340,593.0,0.6
341,595.0,0.6
342,596.0,0.6
343,598.0,0.6
344,586.0,0.6
345,588.0,0.6
346,590.0,0.6
347,591.0,0.6
348,593.0,0.6
349,595.0,0.6
350,597.0,0.6
351,599.0,0.6
352,587.0,0.6
353,589.0,0.6
354,591.0,0.6
355,592.0,0.6
356,594.0,0.6
357,596.0,0.6
358,597.0,0.6
359,599.0,0.6
360,588.0,0.6
361,589.0,0.6
362,591.0,0.6
363,592.0,0.6
364,594.0,0.6
365,596.0,0.6
366,598.0,0.6
367,600.0,0.6
368,589.0,0.6
369,591.0,0.6
370,592.0,0.6
371,594.0,0.6
372,595.0,0.6
373,596.0,0.0
374,596.0,0.0
