1.000000,0.159374
2.000000,0.157411
3.000000,0.157428
4.000000,0.157171
5.000000,0.156740
6.000000,0.156010
7.000000,0.151359
8.000000,0.148116
9.000000,0.144433
10.000000,0.141718
11.000000,0.136129
12.000000,0.131647
13.000000,0.125899
14.000000,0.122704
15.000000,0.120841
16.000000,0.118325
17.000000,0.117984
18.000000,0.118207
19.000000,0.117110
20.000000,0.117732
21.000000,0.116861
22.000000,0.119027
23.000000,0.117362
24.000000,0.115157
25.000000,0.116113
26.000000,0.117036
27.000000,0.117128
28.000000,0.115311
29.000000,0.117046
30.000000,0.115150
31.000000,0.115340
32.000000,0.115912
33.000000,0.114400
34.000000,0.114561
35.000000,0.114563
36.000000,0.114494
37.000000,0.114558
38.000000,0.114715
39.000000,0.114253
40.000000,0.112789
41.000000,0.113619
42.000000,0.113898
43.000000,0.114284
44.000000,0.114244
45.000000,0.114769
46.000000,0.114752
47.000000,0.114098
48.000000,0.115217
49.000000,0.114302
50.000000,0.114823
51.000000,0.116021
52.000000,0.115351
53.000000,0.116331
54.000000,0.114555
55.000000,0.115569
56.000000,0.115918
57.000000,0.116389
58.000000,0.115717
59.000000,0.116274
60.000000,0.116052
61.000000,0.116100
62.000000,0.116017
63.000000,0.116548
64.000000,0.113852
65.000000,0.115511
66.000000,0.115010
67.000000,0.116228
68.000000,0.114576
69.000000,0.115524
70.000000,0.115629
71.000000,0.114817
72.000000,0.114686
73.000000,0.115036
74.000000,0.114797
75.000000,0.114986
76.000000,0.114745
77.000000,0.115271
78.000000,0.114061
79.000000,0.114402
80.000000,0.114586
81.000000,0.114856
82.000000,0.114975
83.000000,0.115804
84.000000,0.114797
85.000000,0.114402
86.000000,0.114555
87.000000,0.114976
88.000000,0.113861
89.000000,0.117028
90.000000,0.113978
91.000000,0.113947
92.000000,0.113617
93.000000,0.113730
94.000000,0.113807
95.000000,0.113976
96.000000,0.113306
97.000000,0.113636
98.000000,0.113934
99.000000,0.114087
100.000000,0.114149
101.000000,0.114035
102.000000,0.113291
103.000000,0.113691
104.000000,0.113290
105.000000,0.113686
106.000000,0.113727
107.000000,0.114007
108.000000,0.113236
109.000000,0.113014
110.000000,0.113678
111.000000,0.113397
112.000000,0.116725
113.000000,0.113390
114.000000,0.112915
115.000000,0.113973
116.000000,0.113157
117.000000,0.114572
118.000000,0.114247
119.000000,0.114285
120.000000,0.114046
121.000000,0.114322
122.000000,0.116469
123.000000,0.114057
124.000000,0.114790
125.000000,0.114236
126.000000,0.116314
127.000000,0.114629
128.000000,0.114794
129.000000,0.114407
130.000000,0.114989
131.000000,0.114470
132.000000,0.113766
133.000000,0.114811
134.000000,0.114176
135.000000,0.119509
136.000000,0.114621
137.000000,0.113950
138.000000,0.114665
139.000000,0.114631
140.000000,0.114492
141.000000,0.115004
142.000000,0.114412
143.000000,0.114902
144.000000,0.114300
145.000000,0.114997
146.000000,0.114620
147.000000,0.114402
148.000000,0.114571
149.000000,0.114405
150.000000,0.114623
151.000000,0.115074
152.000000,0.114394
153.000000,0.114627
154.000000,0.115052
155.000000,0.114719
156.000000,0.114206
157.000000,0.115213
158.000000,0.117840
159.000000,0.114304
160.000000,0.114609
161.000000,0.115353
162.000000,0.114545
163.000000,0.114362
164.000000,0.114859
165.000000,0.114654
166.000000,0.115133
167.000000,0.114896
168.000000,0.113854
169.000000,0.114642
170.000000,0.114688
171.000000,0.115282
172.000000,0.114769
173.000000,0.114031
174.000000,0.113810
175.000000,0.114621
176.000000,0.116590
177.000000,0.114380
178.000000,0.114111
179.000000,0.114631
180.000000,0.114817
181.000000,0.114942
182.000000,0.114721
183.000000,0.115348
184.000000,0.115197
185.000000,0.113898
186.000000,0.113347
187.000000,0.114916
188.000000,0.115232
189.000000,0.115790
190.000000,0.114836
191.000000,0.115593
192.000000,0.115150
193.000000,0.115425
194.000000,0.114432
195.000000,0.114465
196.000000,0.114185
197.000000,0.114418
198.000000,0.114228
199.000000,0.115762
200.000000,0.114495
